league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,season_start,stat_type
ENG-Premier League,2019/20,Wolves,John Ruddy,ENG,GK,32,1986,0,,,,,0,,0,0,,38,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Wolves,Jonny Castro,ESP,MF,25,1994,35,2887,82,84.4,32.1,33,87,27,2,12,1,1.57,42,35,7,0.22,-0.46,2019,playing_time
ENG-Premier League,2019/20,Wolves,João Moutinho,POR,MF,32,1986,38,3108,82,90.9,34.5,34,89,30,4,22,0,1.55,46,36,10,0.29,0.0,2019,playing_time
ENG-Premier League,2019/20,Wolves,Leander Dendoncker,BEL,"MF,DF",24,1995,38,2795,74,81.7,31.1,32,85,27,6,14,0,1.55,41,34,7,0.23,-0.35,2019,playing_time
ENG-Premier League,2019/20,Wolves,Leonardo Campana,ECU,FW,19,2000,0,,,,,0,,0,0,,2,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Wolves,Luke Cundle,ENG,MF,17,2002,0,,,,,0,,0,0,,1,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Wolves,Matt Doherty,IRL,MF,27,1992,36,2839,79,83.0,31.5,32,85,26,4,31,1,1.64,45,31,14,0.44,0.91,2019,playing_time
ENG-Premier League,2019/20,Wolves,Max Kilman,ENG,DF,22,1997,3,185,62,5.4,2.1,2,90,2,1,5,30,1.33,1,2,-1,-0.49,-0.82,2019,playing_time
ENG-Premier League,2019/20,Wolves,Morgan Gibbs-White,ENG,MF,19,2000,7,129,18,3.8,1.4,1,66,0,6,11,19,1.43,2,2,0,0.0,-0.3,2019,playing_time
ENG-Premier League,2019/20,Wolves,Oskar Buur,DEN,"DF,MF",21,1998,0,,,,,0,,0,0,,15,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Wolves,Owen Otasowie,USA,MF,18,2001,0,,,,,0,,0,0,,3,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Wolves,Patrick Cutrone,ITA,FW,21,1998,12,297,25,8.7,3.3,3,65,0,9,11,8,1.67,6,6,0,0.0,-0.32,2019,playing_time
ENG-Premier League,2019/20,Wolves,Pedro Neto,POR,"FW,MF",19,2000,29,939,32,27.5,10.4,9,69,1,20,16,6,1.69,19,12,7,0.67,0.53,2019,playing_time
ENG-Premier League,2019/20,Wolves,Raúl Jiménez,MEX,FW,28,1991,38,3236,85,94.6,36.0,37,87,20,1,19,0,1.55,48,36,12,0.33,0.82,2019,playing_time
ENG-Premier League,2019/20,Wolves,Romain Saïss,MAR,DF,29,1990,33,2705,82,79.1,30.1,31,86,28,2,22,2,1.58,41,34,7,0.23,-0.27,2019,playing_time
ENG-Premier League,2019/20,Wolves,Rui Patrício,POR,GK,31,1988,38,3420,90,100.0,38.0,38,90,38,0,,0,1.55,51,40,11,0.29,,2019,playing_time
ENG-Premier League,2019/20,Wolves,Ryan Bennett,ENG,DF,29,1990,11,606,55,17.7,6.7,7,74,5,4,22,5,1.45,6,9,-3,-0.45,-0.89,2019,playing_time
ENG-Premier League,2019/20,Wolves,Ryan Giles,ENG,"DF,MF",19,2000,0,,,,,0,,0,0,,2,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Wolves,Rúben Neves,POR,MF,22,1997,38,3056,80,89.4,34.0,35,85,27,3,25,0,1.55,48,35,13,0.38,0.88,2019,playing_time
ENG-Premier League,2019/20,Wolves,Rúben Vinagre,POR,MF,20,1999,16,652,41,19.1,7.2,6,86,4,10,14,18,1.5,10,6,4,0.55,0.32,2019,playing_time
ENG-Premier League,2019/20,Wolves,Taylor Perry,ENG,MF,18,2001,0,,,,,0,,0,0,,3,,,,,,,2019,playing_time
ENG-Premier League,2019/20,Wolves,Willy Boly,CIV,DF,28,1991,22,1979,90,57.9,22.0,22,90,21,0,,1,1.64,26,15,11,0.5,0.5,2019,playing_time
