league,season,team,player,nation,pos,age,born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,season_start,stat_type
ENG-Premier League,2020/21,Wolves,Ki-Jana Hoever,NED,"MF,DF",18,2002,6.4,0,1,0,0.0,0.16,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,Wolves,Leander Dendoncker,BEL,"MF,DF",25,1995,27.8,1,31,8,25.8,1.11,0.29,0.03,0.13,0,0,2020,shooting
ENG-Premier League,2020/21,Wolves,Max Kilman,ENG,DF,23,1997,14.6,0,6,2,33.3,0.41,0.14,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Wolves,Morgan Gibbs-White,ENG,"MF,FW",20,2000,4.6,1,10,4,40.0,2.17,0.87,0.1,0.25,0,0,2020,shooting
ENG-Premier League,2020/21,Wolves,Nélson Semedo,POR,"MF,DF",26,1993,33.1,1,23,11,47.8,0.69,0.33,0.04,0.09,0,0,2020,shooting
ENG-Premier League,2020/21,Wolves,Oskar Buur,DEN,"DF,MF",22,1998,0.2,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Wolves,Owen Otasowie,USA,MF,19,2001,2.1,0,4,0,0.0,1.93,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,Wolves,Patrick Cutrone,ITA,FW,22,1998,0.3,0,1,0,0.0,3.6,0.0,0.0,,0,0,2020,shooting
ENG-Premier League,2020/21,Wolves,Pedro Neto,POR,"MF,FW",20,2000,28.3,5,61,21,34.4,2.15,0.74,0.08,0.24,0,0,2020,shooting
ENG-Premier League,2020/21,Wolves,Rayan Aït-Nouri,ALG,"MF,DF",19,2001,15.6,1,16,6,37.5,1.03,0.38,0.06,0.17,0,0,2020,shooting
ENG-Premier League,2020/21,Wolves,Raúl Jiménez,MEX,FW,29,1991,9.1,4,26,10,38.5,2.84,1.09,0.15,0.4,0,0,2020,shooting
ENG-Premier League,2020/21,Wolves,Romain Saïss,MAR,"DF,MF",30,1990,26.7,3,29,12,41.4,1.08,0.45,0.1,0.25,0,0,2020,shooting
ENG-Premier League,2020/21,Wolves,Rui Patrício,POR,GK,32,1988,37.0,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Wolves,Rúben Neves,POR,MF,23,1997,29.7,5,67,16,23.9,2.25,0.54,0.07,0.31,3,3,2020,shooting
ENG-Premier League,2020/21,Wolves,Rúben Vinagre,POR,MF,21,1999,1.9,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Wolves,Theo Corbeanu,CAN,"FW,MF",18,2002,0.1,0,0,0,,0.0,0.0,,,0,0,2020,shooting
ENG-Premier League,2020/21,Wolves,Vitinha,POR,MF,20,2000,5.8,0,8,4,50.0,1.38,0.69,0.0,0.0,0,0,2020,shooting
ENG-Premier League,2020/21,Wolves,Willian José,BRA,FW,28,1991,12.3,1,19,7,36.8,1.54,0.57,0.05,0.14,0,0,2020,shooting
ENG-Premier League,2020/21,Wolves,Willy Boly,CIV,DF,29,1991,20.9,1,15,4,26.7,0.72,0.19,0.07,0.25,0,0,2020,shooting
